,preds,Attrition_Flag,Customer_Age,Education_Level,Income_Category,Card_Category,Credit_Limit,Avg_Utilization_Ratio,Gender
7342,1,Existing Customer,62,Graduate,Less than $40K,Blue,2616.0,0.306,F
7344,0,Attrited Customer,59,Graduate,Less than $40K,Blue,1708.0,0.0,F
7346,1,Existing Customer,53,Graduate,Less than $40K,Blue,3424.0,0.389,F
7347,1,Existing Customer,48,Post-Graduate,Less than $40K,Blue,2640.0,0.8079999999999999,F
7350,0,Attrited Customer,54,Graduate,$40K - $60K,Blue,1606.0,0.0,F
7351,1,Existing Customer,41,Graduate,$60K - $80K,Blue,5633.0,0.248,M
7352,1,Existing Customer,57,Graduate,Less than $40K,Blue,1438.3,0.514,F
7353,1,Existing Customer,50,High School,Less than $40K,Blue,2590.0,0.8059999999999999,F
7356,1,Existing Customer,55,High School,$60K - $80K,Blue,1602.0,0.6,M
7357,1,Existing Customer,50,Graduate,Less than $40K,Blue,2080.0,0.865,F
7359,1,Existing Customer,47,Graduate,$60K - $80K,Blue,4786.0,0.324,M
7360,1,Existing Customer,53,Graduate,Less than $40K,Blue,2375.0,0.57,F
7362,1,Existing Customer,60,Graduate,Less than $40K,Blue,1977.0,0.276,F
7363,1,Existing Customer,42,Post-Graduate,$80K - $120K,Blue,13908.0,0.0,M
7364,1,Existing Customer,52,Graduate,$40K - $60K,Silver,19220.0,0.0,F
7365,1,Existing Customer,44,High School,Less than $40K,Blue,2709.0,0.637,F
7366,1,Existing Customer,38,High School,$60K - $80K,Blue,1503.0,0.585,M
7367,1,Existing Customer,51,High School,$80K - $120K,Blue,9186.0,0.0,M
7368,1,Existing Customer,50,Graduate,Less than $40K,Blue,2165.0,0.643,F
7371,1,Existing Customer,53,Graduate,Less than $40K,Blue,2404.0,0.461,F
7372,1,Attrited Customer,47,Graduate,Less than $40K,Blue,1666.0,0.0,F
7373,1,Existing Customer,41,Graduate,$60K - $80K,Blue,8228.0,0.235,M
7374,1,Existing Customer,54,Doctorate,Less than $40K,Blue,3186.0,0.304,F
7375,1,Existing Customer,53,Uneducated,Less than $40K,Blue,2596.0,0.33399999999999996,F
7376,0,Attrited Customer,43,High School,Less than $40K,Blue,1662.0,0.369,F
7377,0,Attrited Customer,42,Graduate,Less than $40K,Blue,2053.0,0.0,F
7379,1,Existing Customer,45,Graduate,Less than $40K,Blue,1927.0,0.6940000000000001,F
7380,0,Attrited Customer,39,Uneducated,$40K - $60K,Blue,2821.0,0.257,F
7381,1,Existing Customer,48,High School,$60K - $80K,Blue,3879.0,0.313,M
7384,1,Attrited Customer,42,Graduate,Less than $40K,Blue,2031.0,0.847,F
7385,1,Existing Customer,46,Graduate,Less than $40K,Blue,2330.0,0.68,F
7386,1,Existing Customer,46,College,Less than $40K,Blue,1438.3,0.0,F
7387,0,Attrited Customer,59,High School,Less than $40K,Blue,1438.3,0.0,M
7388,1,Existing Customer,60,Graduate,$120K +,Blue,5130.0,0.39899999999999997,M
7391,0,Attrited Customer,41,Uneducated,$40K - $60K,Blue,3606.0,0.0,F
7392,1,Existing Customer,49,Graduate,Less than $40K,Blue,5153.0,0.267,F
7393,1,Existing Customer,47,College,Less than $40K,Blue,2500.0,0.46799999999999997,F
7394,1,Existing Customer,42,Graduate,$40K - $60K,Blue,2654.0,0.561,M
7395,0,Attrited Customer,35,College,Less than $40K,Blue,3611.0,0.6970000000000001,F
7398,1,Existing Customer,44,Graduate,Less than $40K,Blue,4606.0,0.33799999999999997,F
7400,1,Existing Customer,50,Post-Graduate,$80K - $120K,Blue,9873.0,0.129,M
7401,1,Existing Customer,46,Graduate,Less than $40K,Blue,1555.0,0.878,F
7402,0,Attrited Customer,52,Graduate,Less than $40K,Blue,2160.0,0.0,F
7404,1,Existing Customer,44,High School,Less than $40K,Blue,5362.0,0.37,F
7406,1,Existing Customer,52,Graduate,Less than $40K,Blue,2577.0,0.341,F
7407,1,Existing Customer,47,Graduate,$60K - $80K,Blue,2721.0,0.465,M
7408,1,Existing Customer,50,Graduate,Less than $40K,Blue,2925.0,0.706,F
7410,0,Attrited Customer,49,Graduate,Less than $40K,Blue,2212.0,0.0,F
7411,1,Existing Customer,46,High School,$120K +,Blue,13001.0,0.114,M
7412,0,Attrited Customer,36,Uneducated,Less than $40K,Blue,2784.0,0.8540000000000001,F
7413,0,Attrited Customer,50,Post-Graduate,$60K - $80K,Blue,2317.0,0.0,M
7415,0,Attrited Customer,50,Doctorate,Less than $40K,Blue,2595.0,0.907,F
7416,1,Existing Customer,46,College,Less than $40K,Blue,1438.3,0.0,F
7417,1,Existing Customer,46,Graduate,Less than $40K,Blue,1696.0,0.6940000000000001,F
7419,0,Attrited Customer,51,High School,Less than $40K,Blue,2791.0,0.337,F
7420,1,Existing Customer,51,Graduate,$40K - $60K,Blue,2146.0,0.451,F
7421,1,Attrited Customer,61,Uneducated,$80K - $120K,Blue,1438.3,0.0,M
7423,1,Existing Customer,44,Graduate,$40K - $60K,Blue,4269.0,0.434,F
7424,1,Existing Customer,45,Graduate,$40K - $60K,Blue,4195.0,0.5820000000000001,F
7425,1,Existing Customer,48,College,Less than $40K,Blue,1832.0,0.408,F
7426,1,Existing Customer,37,High School,Less than $40K,Blue,2588.0,0.6890000000000001,F
7428,1,Existing Customer,46,College,$40K - $60K,Blue,2423.0,0.177,F
7429,1,Existing Customer,50,Uneducated,$40K - $60K,Blue,7507.0,0.226,F
7430,1,Existing Customer,51,College,$120K +,Blue,5232.0,0.368,M
7434,1,Existing Customer,42,College,Less than $40K,Blue,2283.0,0.74,F
7435,1,Existing Customer,35,High School,Less than $40K,Blue,2684.0,0.618,F
7437,1,Existing Customer,37,College,$40K - $60K,Blue,1438.3,0.517,F
7438,1,Existing Customer,42,Graduate,Less than $40K,Blue,2730.0,0.47700000000000004,F
7442,0,Attrited Customer,44,Graduate,$80K - $120K,Blue,10834.0,0.0,M
7443,1,Existing Customer,44,College,Less than $40K,Blue,1522.0,0.0,F
7445,1,Existing Customer,41,Graduate,$40K - $60K,Blue,2329.0,0.546,F
7446,1,Existing Customer,47,Uneducated,$40K - $60K,Blue,2099.0,0.555,F
7450,1,Existing Customer,43,Graduate,$40K - $60K,Blue,2434.0,0.48,F
7453,1,Existing Customer,45,Doctorate,Less than $40K,Blue,1438.3,0.341,F
7454,1,Existing Customer,40,Graduate,Less than $40K,Blue,2206.0,0.503,F
7455,1,Existing Customer,50,College,$40K - $60K,Blue,3600.0,0.529,F
7457,1,Existing Customer,37,College,Less than $40K,Blue,1788.0,0.0,F
7461,0,Attrited Customer,34,Graduate,Less than $40K,Blue,5021.0,0.501,F
7462,1,Existing Customer,43,Graduate,$40K - $60K,Blue,4396.0,0.0,M
7463,1,Existing Customer,40,Graduate,Less than $40K,Blue,2558.0,0.0,F
7466,1,Attrited Customer,40,Doctorate,$40K - $60K,Blue,2313.0,0.0,M
7467,1,Existing Customer,53,Uneducated,Less than $40K,Blue,1438.3,0.8220000000000001,F
7468,1,Existing Customer,44,Graduate,Less than $40K,Blue,1791.0,0.7340000000000001,F
7469,1,Existing Customer,52,Uneducated,Less than $40K,Blue,2300.0,0.695,F
7470,1,Existing Customer,42,Graduate,Less than $40K,Blue,2526.0,0.8109999999999999,F
7471,0,Attrited Customer,42,Graduate,$40K - $60K,Blue,2918.0,0.0,F
7473,1,Existing Customer,45,High School,$60K - $80K,Blue,4995.0,0.354,M
7474,1,Existing Customer,34,Graduate,$40K - $60K,Blue,3323.0,0.32,M
7475,1,Existing Customer,56,Graduate,Less than $40K,Blue,2464.0,0.728,F
7478,0,Attrited Customer,43,College,$80K - $120K,Blue,4617.0,0.22399999999999998,M
7479,1,Existing Customer,50,Graduate,$120K +,Blue,8220.0,0.12300000000000001,M
7480,1,Existing Customer,40,College,Less than $40K,Blue,5716.0,0.109,F
7483,0,Attrited Customer,40,High School,$60K - $80K,Blue,5869.0,0.0,M
7484,0,Attrited Customer,56,College,Less than $40K,Blue,2272.0,0.594,F
7485,1,Existing Customer,49,High School,Less than $40K,Blue,2598.0,0.711,F
7486,1,Existing Customer,50,Graduate,$60K - $80K,Blue,10762.0,0.065,M
7487,1,Existing Customer,39,Graduate,$60K - $80K,Blue,1982.0,0.883,M
7489,0,Attrited Customer,52,Graduate,Less than $40K,Blue,2437.0,0.0,F
7490,1,Existing Customer,42,High School,Less than $40K,Blue,2563.0,0.616,F
7491,0,Attrited Customer,49,Graduate,$80K - $120K,Blue,4576.0,0.042,M
7492,1,Existing Customer,44,Uneducated,$40K - $60K,Blue,2245.0,0.598,F
7493,0,Attrited Customer,39,College,$40K - $60K,Blue,1776.0,0.0,F
7494,1,Existing Customer,45,Post-Graduate,Less than $40K,Blue,2911.0,0.505,F
7495,1,Existing Customer,47,Graduate,$60K - $80K,Blue,2257.0,0.397,M
7497,0,Attrited Customer,46,College,$60K - $80K,Blue,1681.0,0.0,M
7504,1,Existing Customer,53,Graduate,Less than $40K,Blue,1562.0,0.48100000000000004,F
7506,1,Existing Customer,55,College,Less than $40K,Blue,1438.3,0.0,F
7507,1,Existing Customer,46,Uneducated,$40K - $60K,Blue,2168.0,0.7859999999999999,F
7508,1,Existing Customer,34,High School,$40K - $60K,Blue,2432.0,0.35,F
7509,1,Existing Customer,44,High School,$40K - $60K,Blue,2197.0,0.0,M
7510,1,Existing Customer,39,Graduate,$80K - $120K,Blue,10009.0,0.16,M
7512,1,Existing Customer,49,Uneducated,Less than $40K,Blue,2189.0,0.85,F
7514,1,Existing Customer,42,High School,$80K - $120K,Blue,11946.0,0.098,M
7515,1,Existing Customer,31,High School,Less than $40K,Blue,2239.0,0.561,F
7517,1,Existing Customer,52,Doctorate,Less than $40K,Blue,1663.0,0.0,F
7518,1,Existing Customer,39,Graduate,$40K - $60K,Blue,3649.0,0.255,F
7520,1,Existing Customer,57,College,Less than $40K,Blue,2894.0,0.0,F
7521,1,Existing Customer,46,College,$60K - $80K,Blue,1621.0,0.486,M
7522,1,Existing Customer,45,Uneducated,Less than $40K,Blue,2740.0,0.652,F
7525,1,Existing Customer,46,High School,Less than $40K,Blue,2374.0,0.561,F
7528,0,Attrited Customer,37,High School,$120K +,Blue,7361.0,0.0,M
7529,0,Attrited Customer,41,College,Less than $40K,Blue,1569.0,0.16399999999999998,F
7530,1,Existing Customer,47,Uneducated,$80K - $120K,Blue,1626.0,0.623,M
7534,1,Existing Customer,30,Graduate,Less than $40K,Blue,1438.3,0.0,F
7536,1,Existing Customer,34,Uneducated,$60K - $80K,Blue,2033.0,0.9009999999999999,M
7538,1,Existing Customer,36,College,$80K - $120K,Blue,5821.0,0.131,M
7539,1,Existing Customer,47,Graduate,Less than $40K,Blue,2182.0,0.718,F
7540,1,Existing Customer,53,Graduate,Less than $40K,Blue,3319.0,0.275,F
7541,1,Existing Customer,52,Graduate,Less than $40K,Blue,3021.0,0.506,F
7542,1,Existing Customer,49,College,$80K - $120K,Blue,29219.0,0.0,M
7543,1,Existing Customer,52,High School,Less than $40K,Blue,1438.3,0.604,F
7546,0,Existing Customer,26,Graduate,Less than $40K,Blue,1486.0,0.0,F
7548,1,Existing Customer,39,Graduate,Less than $40K,Blue,2077.0,0.0,F
7549,1,Existing Customer,40,Uneducated,$40K - $60K,Blue,1956.0,0.49,F
7551,1,Existing Customer,43,Graduate,Less than $40K,Blue,2725.0,0.924,F
7553,1,Existing Customer,46,High School,$120K +,Blue,9880.0,0.18100000000000002,M
7554,1,Existing Customer,58,High School,$60K - $80K,Blue,2467.0,0.47700000000000004,M
7555,1,Existing Customer,46,Graduate,$60K - $80K,Blue,5397.0,0.433,M
7556,1,Existing Customer,50,Graduate,$80K - $120K,Blue,3370.0,0.336,M
7558,1,Existing Customer,55,College,$40K - $60K,Blue,2240.0,0.55,F
7560,1,Existing Customer,48,High School,Less than $40K,Blue,4170.0,0.332,F
7561,1,Existing Customer,46,Graduate,$60K - $80K,Blue,21839.0,0.044000000000000004,M
7562,1,Existing Customer,49,Uneducated,Less than $40K,Blue,1991.0,0.0,F
7563,1,Existing Customer,55,Uneducated,$120K +,Blue,29795.0,0.079,M
7566,1,Existing Customer,42,Graduate,$60K - $80K,Blue,2131.0,0.604,M
7567,1,Existing Customer,41,High School,Less than $40K,Blue,2787.0,0.737,F
7571,1,Existing Customer,42,Graduate,$60K - $80K,Blue,5169.0,0.444,M
7573,1,Existing Customer,50,Graduate,Less than $40K,Blue,1848.0,0.271,F
7575,1,Existing Customer,54,High School,$120K +,Blue,5256.0,0.16899999999999998,M
7577,1,Existing Customer,57,Graduate,Less than $40K,Blue,1629.0,0.727,F
7578,1,Existing Customer,54,College,$60K - $80K,Blue,20401.0,0.0,M
7579,1,Existing Customer,56,Graduate,$120K +,Blue,3296.0,0.435,M
7580,1,Existing Customer,48,Graduate,$120K +,Blue,8956.0,0.14300000000000002,M
7581,1,Existing Customer,49,College,Less than $40K,Blue,1438.3,0.546,F
7582,1,Existing Customer,46,Graduate,Less than $40K,Blue,2671.0,0.6409999999999999,F
7583,1,Existing Customer,58,College,Less than $40K,Blue,2493.0,0.628,F
7584,1,Existing Customer,59,Doctorate,Less than $40K,Blue,2687.0,0.9129999999999999,F
7586,0,Attrited Customer,38,High School,Less than $40K,Blue,4196.0,0.174,F
7588,1,Existing Customer,41,Post-Graduate,$80K - $120K,Blue,17890.0,0.141,M
7589,1,Existing Customer,48,Graduate,Less than $40K,Blue,1930.0,0.0,F
7591,1,Existing Customer,40,High School,$80K - $120K,Blue,9599.0,0.245,M
7592,1,Existing Customer,38,Uneducated,$80K - $120K,Blue,3192.0,0.789,M
7595,1,Existing Customer,48,Graduate,$40K - $60K,Blue,7268.0,0.0,F
7597,1,Existing Customer,38,College,$80K - $120K,Blue,3976.0,0.419,M
7598,1,Existing Customer,52,High School,Less than $40K,Blue,1954.0,0.414,F
7601,1,Existing Customer,48,Post-Graduate,$40K - $60K,Blue,2926.0,0.245,F
7602,1,Existing Customer,46,Graduate,$80K - $120K,Blue,2371.0,0.737,M
7604,0,Attrited Customer,42,College,Less than $40K,Blue,1601.0,0.0,F
7606,1,Attrited Customer,39,Uneducated,$60K - $80K,Blue,2187.0,0.0,M
7609,1,Existing Customer,36,Graduate,$80K - $120K,Blue,2262.0,0.6409999999999999,M
7610,1,Existing Customer,43,Graduate,Less than $40K,Blue,2525.0,0.632,F
7611,1,Existing Customer,38,High School,Less than $40K,Blue,2450.0,0.809,F
7613,0,Attrited Customer,40,Graduate,Less than $40K,Blue,1438.3,0.0,F
7618,0,Attrited Customer,53,College,Less than $40K,Blue,1473.0,0.0,F
7619,1,Existing Customer,55,Graduate,$40K - $60K,Blue,3187.0,0.451,F
7621,1,Existing Customer,42,Graduate,Less than $40K,Blue,2346.0,0.585,F
7622,1,Existing Customer,34,Graduate,Less than $40K,Blue,1438.3,0.0,F
7623,1,Existing Customer,40,High School,Less than $40K,Blue,1826.0,0.517,F
7624,0,Attrited Customer,40,Doctorate,$40K - $60K,Blue,2208.0,0.0,F
7625,1,Existing Customer,35,High School,Less than $40K,Blue,1476.0,0.0,F
7626,1,Existing Customer,51,Graduate,Less than $40K,Blue,2927.0,0.512,F
7628,1,Existing Customer,43,Graduate,Less than $40K,Blue,1438.3,0.517,F
7629,1,Existing Customer,46,High School,$40K - $60K,Silver,16239.0,0.092,F
7630,1,Existing Customer,37,High School,$120K +,Blue,11726.0,0.16399999999999998,M
7632,1,Existing Customer,45,High School,Less than $40K,Blue,2647.0,0.48700000000000004,F
7636,1,Existing Customer,49,Graduate,$40K - $60K,Blue,1438.3,0.0,F
7637,0,Existing Customer,54,Doctorate,Less than $40K,Blue,1764.0,0.0,F
7638,1,Existing Customer,47,Graduate,Less than $40K,Blue,1776.0,0.855,F
7639,1,Existing Customer,46,College,$120K +,Blue,1438.3,0.0,M
7641,1,Existing Customer,46,Post-Graduate,Less than $40K,Blue,2552.0,0.736,F
7642,1,Existing Customer,42,Graduate,Less than $40K,Blue,2996.0,0.665,F
7643,1,Existing Customer,44,College,$40K - $60K,Blue,1701.0,0.456,F
7647,1,Existing Customer,51,High School,$60K - $80K,Blue,3031.0,0.59,M
7648,1,Existing Customer,57,High School,$60K - $80K,Silver,33211.0,0.0,M
7649,0,Attrited Customer,59,Uneducated,Less than $40K,Blue,1863.0,0.995,F
7651,1,Existing Customer,45,Graduate,Less than $40K,Blue,2288.0,0.546,F
7653,1,Existing Customer,40,College,$40K - $60K,Silver,15471.0,0.083,M
7654,1,Existing Customer,40,Uneducated,Less than $40K,Blue,2038.0,0.389,F
7660,0,Attrited Customer,34,College,Less than $40K,Blue,1696.0,0.0,F
7662,1,Attrited Customer,45,Uneducated,$80K - $120K,Blue,6614.0,0.284,M
7663,0,Attrited Customer,42,Uneducated,Less than $40K,Blue,3241.0,0.0,F
7665,1,Existing Customer,34,Uneducated,Less than $40K,Blue,3234.0,0.3,F
7667,1,Attrited Customer,42,High School,$60K - $80K,Blue,4836.0,0.102,M
7668,1,Existing Customer,55,High School,Less than $40K,Blue,1438.3,0.0,F
7669,1,Existing Customer,44,Uneducated,Less than $40K,Blue,1438.3,0.376,F
7670,1,Attrited Customer,45,Graduate,Less than $40K,Blue,1438.3,0.737,M
7672,0,Attrited Customer,44,High School,Less than $40K,Blue,2228.0,0.0,F
7673,1,Existing Customer,40,High School,Less than $40K,Blue,2813.0,0.785,F
7674,1,Existing Customer,42,Post-Graduate,Less than $40K,Blue,3223.0,0.0,F
7675,1,Existing Customer,55,Graduate,$40K - $60K,Blue,2653.0,0.0,F
7676,0,Attrited Customer,45,Uneducated,Less than $40K,Blue,2745.0,0.897,F
7677,1,Existing Customer,40,Graduate,$120K +,Blue,34516.0,0.0,M
7678,1,Existing Customer,52,Uneducated,Less than $40K,Blue,2516.0,0.591,F
7679,1,Existing Customer,46,High School,Less than $40K,Blue,1870.0,0.955,F
7681,1,Existing Customer,49,High School,Less than $40K,Blue,3038.0,0.7020000000000001,F
7682,1,Existing Customer,53,Uneducated,Less than $40K,Blue,1982.0,0.644,F
7684,1,Existing Customer,55,Uneducated,$120K +,Blue,3088.0,0.564,M
7688,1,Existing Customer,53,Graduate,Less than $40K,Blue,1944.0,0.586,F
7691,1,Existing Customer,56,Graduate,$40K - $60K,Blue,2607.0,0.653,F
7692,1,Existing Customer,53,Uneducated,Less than $40K,Blue,1953.0,0.622,F
7694,1,Existing Customer,43,High School,Less than $40K,Blue,1438.3,0.0,F
7696,1,Existing Customer,62,High School,Less than $40K,Blue,3749.0,0.528,F
7697,1,Existing Customer,42,College,$40K - $60K,Blue,3734.0,0.674,F
7700,1,Existing Customer,33,Doctorate,$40K - $60K,Blue,2748.0,0.679,F
7701,1,Existing Customer,57,Graduate,Less than $40K,Blue,2448.0,0.0,F
7702,1,Existing Customer,49,College,Less than $40K,Blue,2548.0,0.784,F
7703,1,Existing Customer,46,College,Less than $40K,Blue,1489.0,0.637,F
7709,1,Existing Customer,56,Post-Graduate,Less than $40K,Blue,3617.0,0.243,F
7710,1,Existing Customer,56,Uneducated,Less than $40K,Blue,3219.0,0.657,F
7712,1,Existing Customer,51,Graduate,Less than $40K,Blue,2522.0,0.753,F
7715,1,Existing Customer,48,College,Less than $40K,Blue,3745.0,0.672,F
7716,0,Attrited Customer,53,Uneducated,$80K - $120K,Blue,11561.0,0.18899999999999997,M
7718,1,Existing Customer,59,Graduate,Less than $40K,Blue,2120.0,0.6659999999999999,F
7719,1,Existing Customer,45,Graduate,Less than $40K,Blue,2867.0,0.42200000000000004,F
7720,1,Existing Customer,45,Graduate,$40K - $60K,Blue,2293.0,0.569,F
7721,1,Existing Customer,51,Uneducated,$120K +,Blue,8671.0,0.068,M
7726,1,Existing Customer,54,High School,$80K - $120K,Blue,7773.0,0.317,M
7729,1,Existing Customer,51,Graduate,$120K +,Blue,7932.0,0.27,M
7731,1,Existing Customer,48,Doctorate,Less than $40K,Blue,5814.0,0.20199999999999999,F
7732,1,Existing Customer,53,Graduate,$40K - $60K,Blue,1989.0,0.504,F
7733,1,Existing Customer,55,College,$40K - $60K,Blue,1843.0,0.825,F
7735,1,Existing Customer,34,Graduate,$40K - $60K,Blue,2991.0,0.612,F
7736,1,Existing Customer,43,High School,$60K - $80K,Blue,9560.0,0.0,M
7738,0,Attrited Customer,54,Graduate,Less than $40K,Blue,2939.0,0.732,F
7740,1,Existing Customer,49,Graduate,$80K - $120K,Blue,5275.0,0.282,M
7741,1,Existing Customer,41,Uneducated,$60K - $80K,Blue,1950.0,0.83,M
7743,1,Existing Customer,40,Uneducated,Less than $40K,Blue,3758.0,0.545,F
7745,1,Existing Customer,50,Uneducated,$40K - $60K,Blue,10946.0,0.175,F
7746,1,Existing Customer,56,High School,Less than $40K,Blue,3422.0,0.736,F
7747,1,Existing Customer,39,Uneducated,Less than $40K,Blue,3108.0,0.25,F
7748,0,Attrited Customer,33,Graduate,Less than $40K,Blue,3202.0,0.0,F
7749,1,Existing Customer,43,Uneducated,Less than $40K,Blue,1855.0,0.489,F
7750,1,Existing Customer,47,Uneducated,$40K - $60K,Blue,2155.0,0.519,F
7751,1,Existing Customer,42,College,Less than $40K,Blue,4150.0,0.607,F
7752,1,Existing Customer,45,Doctorate,$80K - $120K,Blue,2226.0,0.552,M
7753,1,Existing Customer,48,High School,$40K - $60K,Blue,1610.0,0.0,F
7755,1,Attrited Customer,52,High School,Less than $40K,Blue,1795.0,0.0,F
7758,1,Existing Customer,50,Graduate,Less than $40K,Blue,1438.3,0.0,F
7759,1,Existing Customer,37,Graduate,$40K - $60K,Blue,2886.0,0.762,F
7760,1,Existing Customer,39,Graduate,Less than $40K,Silver,10024.0,0.091,F
7761,0,Attrited Customer,52,Post-Graduate,Less than $40K,Blue,1760.0,0.0,F
7762,0,Existing Customer,38,Graduate,Less than $40K,Blue,1461.0,0.0,F
7763,0,Attrited Customer,51,Graduate,$40K - $60K,Blue,8840.0,0.203,F
7764,1,Existing Customer,38,Post-Graduate,$40K - $60K,Blue,4468.0,0.536,F
7766,0,Attrited Customer,35,High School,Less than $40K,Blue,1555.0,0.561,F
7768,0,Attrited Customer,42,Uneducated,$120K +,Blue,5195.0,0.09,M
7769,1,Existing Customer,57,Graduate,$120K +,Blue,17268.0,0.069,M
7771,1,Existing Customer,57,High School,Less than $40K,Blue,1609.0,0.0,F
7772,1,Existing Customer,43,College,Less than $40K,Blue,3342.0,0.753,F
7773,1,Existing Customer,63,Uneducated,Less than $40K,Blue,6973.0,0.361,M
7774,0,Attrited Customer,43,High School,$120K +,Blue,17228.0,0.077,M
7775,0,Existing Customer,48,Post-Graduate,$40K - $60K,Blue,1898.0,0.0,M
7776,1,Existing Customer,46,College,Less than $40K,Blue,1438.3,0.0,F
7778,1,Existing Customer,52,Graduate,$60K - $80K,Blue,8185.0,0.115,M
7779,1,Existing Customer,53,College,$60K - $80K,Blue,3096.0,0.0,M
7780,1,Existing Customer,57,Uneducated,Less than $40K,Blue,2129.0,0.535,F
7781,1,Existing Customer,50,Uneducated,Less than $40K,Blue,2615.0,0.537,F
7782,1,Attrited Customer,46,Uneducated,$40K - $60K,Blue,3157.0,0.306,F
7783,0,Attrited Customer,36,College,Less than $40K,Blue,1707.0,0.0,F
7784,1,Existing Customer,49,Uneducated,Less than $40K,Blue,1838.0,0.0,F
7785,1,Existing Customer,38,College,Less than $40K,Blue,5523.0,0.456,F
7786,0,Attrited Customer,40,Uneducated,Less than $40K,Blue,3021.0,0.0,F
7789,0,Existing Customer,53,High School,Less than $40K,Blue,1438.3,0.0,F
7790,1,Existing Customer,54,Graduate,$80K - $120K,Blue,11114.0,0.223,M
7791,1,Existing Customer,51,High School,$80K - $120K,Blue,10648.0,0.23600000000000002,M
7792,1,Existing Customer,45,High School,Less than $40K,Blue,2976.0,0.797,F
7793,1,Attrited Customer,52,High School,Less than $40K,Blue,6629.0,0.38,F
7795,1,Existing Customer,48,High School,$80K - $120K,Blue,10761.0,0.16,M
7796,1,Existing Customer,40,High School,Less than $40K,Blue,1968.0,0.905,F
7797,1,Existing Customer,55,Doctorate,Less than $40K,Blue,3897.0,0.32,M
7799,1,Existing Customer,40,College,$80K - $120K,Silver,34516.0,0.059000000000000004,M
7800,1,Existing Customer,33,High School,Less than $40K,Blue,2831.0,0.41200000000000003,F
7804,1,Existing Customer,53,Graduate,Less than $40K,Blue,1438.3,0.43799999999999994,F
7805,1,Existing Customer,46,High School,$80K - $120K,Blue,21350.0,0.081,M
7810,1,Attrited Customer,47,Graduate,Less than $40K,Blue,1438.3,0.0,F
7812,1,Existing Customer,42,Graduate,Less than $40K,Blue,3659.0,0.0,F
7813,1,Existing Customer,38,Graduate,Less than $40K,Blue,2153.0,0.647,F
7814,1,Existing Customer,47,Post-Graduate,Less than $40K,Blue,9430.0,0.0,F
7815,1,Existing Customer,45,High School,$80K - $120K,Silver,34516.0,0.043,M
7816,1,Existing Customer,44,Graduate,$40K - $60K,Blue,3897.0,0.589,F
7817,1,Existing Customer,47,Graduate,$80K - $120K,Blue,11671.0,0.11199999999999999,M
7819,1,Existing Customer,42,College,$40K - $60K,Blue,2575.0,0.83,F
7820,1,Existing Customer,42,Graduate,$40K - $60K,Blue,3433.0,0.544,F
7821,1,Existing Customer,44,High School,$60K - $80K,Blue,7317.0,0.131,M
7822,1,Existing Customer,46,Graduate,Less than $40K,Blue,4416.0,0.302,F
7824,1,Existing Customer,57,Doctorate,$40K - $60K,Blue,3667.0,0.221,F
7826,1,Existing Customer,50,Graduate,Less than $40K,Blue,1438.3,0.341,F
7828,1,Existing Customer,54,Uneducated,$40K - $60K,Blue,1626.0,0.0,F
7829,1,Existing Customer,50,Uneducated,Less than $40K,Blue,1596.0,0.742,F
7832,1,Existing Customer,38,High School,$40K - $60K,Blue,2363.0,0.86,F
7833,1,Existing Customer,55,Uneducated,Less than $40K,Blue,4978.0,0.185,F
7834,1,Existing Customer,38,Graduate,$80K - $120K,Blue,2155.0,0.599,M
7835,0,Attrited Customer,38,Graduate,$40K - $60K,Blue,4047.0,0.0,F
7837,1,Existing Customer,55,Graduate,$80K - $120K,Blue,1854.0,0.428,M
7838,1,Existing Customer,50,High School,$80K - $120K,Blue,5384.0,0.259,M
7839,1,Existing Customer,48,Uneducated,Less than $40K,Blue,1438.3,0.6709999999999999,F
7840,1,Existing Customer,33,Graduate,Less than $40K,Blue,5141.0,0.33799999999999997,F
7841,1,Existing Customer,44,Graduate,$120K +,Blue,3977.0,0.33299999999999996,M
7842,1,Existing Customer,52,Uneducated,$120K +,Blue,2507.0,0.502,M
7844,1,Existing Customer,41,Graduate,$60K - $80K,Blue,3786.0,0.309,M
7845,1,Existing Customer,50,High School,Less than $40K,Silver,13384.0,0.0,F
7846,0,Attrited Customer,39,High School,$120K +,Blue,1726.0,0.855,M
7847,1,Existing Customer,42,College,Less than $40K,Blue,2873.0,0.8759999999999999,F
7848,1,Existing Customer,33,Doctorate,Less than $40K,Blue,1438.3,0.0,F
7849,0,Attrited Customer,44,College,Less than $40K,Blue,1751.0,0.0,F
7850,1,Existing Customer,42,Graduate,$40K - $60K,Blue,7434.0,0.0,F
7852,1,Existing Customer,59,Post-Graduate,Less than $40K,Blue,1438.3,0.0,F
7855,0,Attrited Customer,43,High School,Less than $40K,Blue,8203.0,0.0,F
7856,1,Attrited Customer,59,College,$120K +,Blue,4789.0,0.075,M
7857,0,Attrited Customer,46,Graduate,$40K - $60K,Blue,2979.0,0.0,M
7858,0,Attrited Customer,40,Graduate,Less than $40K,Blue,2391.0,0.0,F
7859,1,Existing Customer,63,Uneducated,Less than $40K,Blue,7264.0,0.11699999999999999,F
7861,1,Existing Customer,49,Graduate,Less than $40K,Blue,3002.0,0.48200000000000004,F
7862,1,Existing Customer,42,High School,$60K - $80K,Blue,4162.0,0.39399999999999996,M
